Time  (s),Displacement  (m),Velocity (m/s),Acceleration  (m/s²),Car Mass  (kg),Momentum  (kg•m/s),Force (N),Potential Energy  (J),Kinetic Energy  (J),Sample ID
2.3992,0.2338,-0.963,2.7502,0.6,-0.5778,1.6501,0.0976,0.2782,
2.4194,0.215,-0.9151,2.1962,0.6,-0.549,1.3177,0.0828,0.2512,
2.4383,0.198,-0.8769,2.0558,0.6,-0.5261,1.2335,0.0692,0.2307,
2.4582,0.181,-0.8353,2.1515,0.6,-0.5012,1.2909,0.0569,0.2093,
2.4789,0.1641,-0.7895,2.4522,0.6,-0.4737,1.4713,0.0469,0.187,
2.4987,0.149,-0.7362,2.9427,0.6,-0.4417,1.7656,0.039,0.1626,
2.5173,0.1358,-0.6768,3.1846,0.6,-0.4061,1.9107,0.0318,0.1374,
2.5378,0.1226,-0.6117,3.2596,0.6,-0.367,1.9558,0.0262,0.1123,
2.5573,0.1113,-0.5465,3.2574,0.6,-0.3279,1.9544,0.0211,0.0896,
2.5795,0.0999,-0.4761,3.6382,0.6,-0.2856,2.1829,0.0181,0.068,
2.5966,0.0924,-0.4059,3.8163,0.6,-0.2435,2.2898,0.0152,0.0494,
2.6167,0.0849,-0.335,3.3887,0.6,-0.201,2.0332,0.0133,0.0337,
2.6359,0.0792,-0.2726,3.5694,0.6,-0.1636,2.1417,0.012,0.0223,
2.6512,0.0754,-0.2131,3.519,0.6,-0.1279,2.1114,0.0109,0.0136,
2.672,0.0717,-0.1476,4.8986,0.6,-0.0886,2.9392,0.0103,0.0065,
2.6882,0.0698,-0.0399,4.412,0.6,-0.0239,2.6472,0.0109,0.0005,
2.7388,0.0717,0.0702,2.9422,0.6,0.0421,1.7653,0.0114,0.0015,
2.7563,0.0735,0.1351,3.2287,0.6,0.0811,1.9372,0.0126,0.0055,
2.779,0.0773,0.1975,2.8774,0.6,0.1185,1.7265,0.0139,0.0117,
2.7957,0.0811,0.2477,2.8953,0.6,0.1486,1.7372,0.0159,0.0184,
2.8166,0.0867,0.3059,2.924,0.6,0.1836,1.7544,0.0188,0.0281,
2.8387,0.0943,0.3736,3.0774,0.6,0.2241,1.8464,0.0219,0.0419,
2.8573,0.1018,0.4311,2.8114,0.6,0.2586,1.6868,0.0262,0.0557,
2.878,0.1113,0.4835,2.7198,0.6,0.2901,1.6319,0.0308,0.0701,
2.8965,0.1207,0.5373,2.6279,0.6,0.3224,1.5767,0.0379,0.0866,
2.9198,0.1339,0.592,2.5427,0.6,0.3552,1.5256,0.0446,0.1051,
2.9381,0.1452,0.6421,2.6088,0.6,0.3852,1.5653,0.053,0.1237,
2.9579,0.1584,0.6912,2.4224,0.6,0.4147,1.4534,0.0636,0.1433,
2.979,0.1735,0.7411,2.2637,0.6,0.4446,1.3582,0.0751,0.1648,
2.9987,0.1886,0.7837,2.022,0.6,0.4702,1.2132,0.0892,0.1843,
3.0198,0.2055,0.8234,2.2243,0.6,0.494,1.3346,0.1045,0.2034,
3.0399,0.2225,0.875,2.3527,0.6,0.525,1.4116,0.121,0.2297,
3.0587,0.2395,0.9152,1.9312,0.6,0.5491,1.1587,0.1408,0.2513,
3.079,0.2583,0.9502,1.875,0.6,0.5701,1.125,0.162,0.2708,
3.0984,0.2772,0.9895,1.8114,0.6,0.5937,1.0869,0.187,0.2938,
3.119,0.2979,1.0224,1.306,0.6,0.6135,0.7836,0.2139,0.3136,
3.139,0.3187,1.0427,0.9595,0.6,0.6256,0.5757,0.2425,0.3262,
3.1588,0.3394,1.0606,0.9757,0.6,0.6364,0.5854,0.2757,0.3375,
3.1799,0.3621,1.0827,0.9447,0.6,0.6496,0.5668,0.308,0.3516,
3.1989,0.3828,1.0987,0.9088,0.6,0.6592,0.5453,0.3452,0.3621,
3.2193,0.4054,1.1186,0.6246,0.6,0.6712,0.3747,0.3845,0.3754,
3.2394,0.4281,1.1241,-0.2865,0.6,0.6744,-0.1719,0.4259,0.3791,
3.2596,0.4507,1.107,-0.6455,0.6,0.6642,-0.3873,0.4656,0.3677,
3.2785,0.4714,1.0986,-0.2004,0.6,0.6592,-0.1202,0.5109,0.3621,
3.2991,0.4941,1.0995,-0.0583,0.6,0.6597,-0.035,0.5582,0.3627,
3.3197,0.5167,1.0962,-0.088,0.6,0.6577,-0.0528,0.6033,0.3605,
3.3386,0.5374,1.0959,-0.4137,0.6,0.6576,-0.2482,0.6545,0.3603,
3.3593,0.5601,1.0791,-1.1289,0.6,0.6474,-0.6773,0.7032,0.3493,
3.3788,0.5808,1.0509,-1.2507,0.6,0.6305,-0.7504,0.7535,0.3313,
3.3987,0.6015,1.0299,-0.9002,0.6,0.6179,-0.5401,0.8055,0.3182,
3.4191,0.6223,1.0147,-0.9262,0.6,0.6088,-0.5557,0.8591,0.3089,
3.4396,0.643,0.992,-1.3913,0.6,0.5952,-0.8348,0.9092,0.2952,
3.459,0.6619,0.9595,-1.4959,0.6,0.5757,-0.8976,0.9607,0.2762,
3.4789,0.6807,0.9333,-1.5461,0.6,0.56,-0.9277,1.0136,0.2613,
3.4994,0.6996,0.8969,-1.9827,0.6,0.5381,-1.1896,1.0622,0.2413,
3.5189,0.7166,0.8542,-1.9959,0.6,0.5125,-1.1975,1.1119,0.2189,
3.5391,0.7335,0.8178,-1.9301,0.6,0.4907,-1.1581,1.157,0.2006,
3.558,0.7486,0.7789,-2.0341,0.6,0.4673,-1.2205,1.2029,0.182,
3.5779,0.7637,0.7389,-2.1407,0.6,0.4434,-1.2844,1.2497,0.1638,
3.5989,0.7788,0.6912,-2.3267,0.6,0.4147,-1.396,1.2912,0.1433,
3.6188,0.792,0.6438,-2.3567,0.6,0.3863,-1.414,1.3273,0.1243,
3.6369,0.8033,0.6016,-2.2206,0.6,0.361,-1.3323,1.3701,0.1086,
3.6597,0.8165,0.5535,-2.4481,0.6,0.3321,-1.4688,1.4009,0.0919,
3.6775,0.8259,0.5039,-2.7619,0.6,0.3024,-1.6572,1.4321,0.0762,
3.6973,0.8354,0.4497,-2.5093,0.6,0.2698,-1.5056,1.4636,0.0607,
3.7197,0.8448,0.3986,-2.8724,0.6,0.2391,-1.7234,1.4827,0.0477,
3.7348,0.8505,0.3463,-2.9818,0.6,0.2078,-1.7891,1.5083,0.036,
3.7586,0.858,0.2868,-3.0527,0.6,0.1721,-1.8316,1.5211,0.0247,
3.7733,0.8618,0.2338,-3.3253,0.6,0.1403,-1.9952,1.534,0.0164,
3.791,0.8655,0.1799,-2.9353,0.6,0.1079,-1.7612,1.547,0.0097,
3.8162,0.8693,0.1087,-3.5688,0.6,0.0652,-2.1413,1.5535,0.0035,
3.8447,0.8712,-0.0142,-3.8111,0.6,-0.0085,-2.2867,1.547,0.0001,
3.8647,0.8693,-0.0804,-2.0547,0.6,-0.0482,-1.2328,1.5405,0.0019,
3.8936,0.8674,-0.1035,-1.7642,0.6,-0.0621,-1.0585,1.5276,0.0032,
3.9198,0.8637,-0.175,-3.0843,0.6,-0.105,-1.8506,1.5147,0.0092,
3.938,0.8599,-0.2376,-2.9137,0.6,-0.1425,-1.7482,1.4954,0.0169,
3.9594,0.8542,-0.2887,-2.6439,0.6,-0.1732,-1.5864,1.4763,0.025,
3.9774,0.8486,-0.3409,-2.7378,0.6,-0.2046,-1.6427,1.451,0.0349,
3.9979,0.841,-0.3937,-2.6767,0.6,-0.2362,-1.606,1.4259,0.0465,
4.0159,0.8335,-0.4437,-2.4576,0.6,-0.2662,-1.4746,1.3885,0.0591,
4.0399,0.8222,-0.495,-2.2409,0.6,-0.297,-1.3445,1.3578,0.0735,
4.0582,0.8127,-0.5379,-2.1426,0.6,-0.3227,-1.2855,1.3213,0.0868,
4.0785,0.8014,-0.5773,-2.0419,0.6,-0.3464,-1.2251,1.2853,0.1,
4.0974,0.7901,-0.6178,-2.284,0.6,-0.3707,-1.3704,1.2438,0.1145,
4.1181,0.7769,-0.668,-2.2443,0.6,-0.4008,-1.3466,1.2029,0.1339,
4.137,0.7637,-0.707,-1.7474,0.6,-0.4242,-1.0484,1.157,0.15,
4.1581,0.7486,-0.7372,-1.6001,0.6,-0.4423,-0.96,1.1119,0.163,
4.178,0.7335,-0.7724,-1.7519,0.6,-0.4635,-1.0511,1.0622,0.179,
4.1995,0.7166,-0.8097,-1.7571,0.6,-0.4858,-1.0543,1.0136,0.1967,
4.2199,0.6996,-0.846,-1.4806,0.6,-0.5076,-0.8884,0.966,0.2147,
4.2397,0.6826,-0.8694,-1.242,0.6,-0.5216,-0.7452,0.9194,0.2268,
4.2589,0.6657,-0.8944,-1.3169,0.6,-0.5367,-0.7901,0.869,0.24,
4.2797,0.6468,-0.9221,-1.1139,0.6,-0.5533,-0.6683,0.8199,0.2551,
4.2999,0.6279,-0.9402,-0.8701,0.6,-0.5641,-0.5221,0.7722,0.2652,
4.3198,0.6091,-0.957,-0.9965,0.6,-0.5742,-0.5979,0.7258,0.2747,
4.3393,0.5902,-0.9794,-1.2349,0.6,-0.5876,-0.7409,0.6808,0.2877,
4.3583,0.5714,-1.0045,-0.9718,0.6,-0.6027,-0.5831,0.6329,0.3027,
4.3787,0.5506,-1.0172,-0.4338,0.6,-0.6103,-0.2603,0.5867,0.3104,
4.3991,0.5299,-1.0222,-0.3107,0.6,-0.6133,-0.1864,0.5422,0.3135,
4.4193,0.5091,-1.0298,-0.1906,0.6,-0.6179,-0.1144,0.4994,0.3181,
4.4394,0.4884,-1.0299,-0.1269,0.6,-0.6179,-0.0761,0.4582,0.3182,
4.4595,0.4677,-1.0349,-0.2544,0.6,-0.621,-0.1526,0.4188,0.3213,
4.4795,0.4469,-1.0401,0.1263,0.6,-0.6241,0.0758,0.3812,0.3245,
4.4994,0.4262,-1.0299,1.1288,0.6,-0.6179,0.6773,0.3452,0.3182,
4.5198,0.4054,-0.9943,1.8932,0.6,-0.5966,1.1359,0.314,0.2966,
4.5392,0.3866,-0.9547,1.7669,0.6,-0.5728,1.0601,0.2843,0.2734,
4.5593,0.3677,-0.9247,1.4067,0.6,-0.5548,0.844,0.2588,0.2565,
4.578,0.3507,-0.9,0.8855,0.6,-0.54,0.5313,0.2319,0.243,
4.5991,0.3319,-0.8905,0.4948,0.6,-0.5343,0.2969,0.2089,0.2379,
4.6182,0.3149,-0.8802,0.7812,0.6,-0.5281,0.4687,0.1847,0.2324,
4.6398,0.2961,-0.8581,1.4519,0.6,-0.5148,0.8711,0.1642,0.2209,
4.6599,0.2791,-0.8203,2.3298,0.6,-0.4922,1.3979,0.147,0.2018,
4.6789,0.264,-0.7675,2.5708,0.6,-0.4605,1.5425,0.1307,0.1767,
4.6993,0.2489,-0.7193,2.5385,0.6,-0.4316,1.5231,0.1172,0.1552,
4.7182,0.2357,-0.668,2.4151,0.6,-0.4008,1.4491,0.1045,0.1339,
4.7389,0.2225,-0.6242,2.0391,0.6,-0.3745,1.2234,0.0942,0.1169,
4.7574,0.2112,-0.5879,1.8911,0.6,-0.3527,1.1346,0.0844,0.1037,
4.7774,0.1999,-0.5515,1.6505,0.6,-0.3309,0.9903,0.0751,0.0913,
4.7984,0.1886,-0.5204,1.9653,0.6,-0.3122,1.1792,0.0678,0.0812,
4.8173,0.1791,-0.4741,2.4784,0.6,-0.2844,1.4871,0.0608,0.0674,
4.8384,0.1697,-0.4212,2.4705,0.6,-0.2527,1.4823,0.0556,0.0532,
4.8573,0.1622,-0.3752,2.4751,0.6,-0.2251,1.485,0.0505,0.0422,
4.8788,0.1546,-0.3211,2.6138,0.6,-0.1926,1.5683,0.0469,0.0309,
4.8982,0.149,-0.2685,2.7511,0.6,-0.1611,1.6507,0.0446,0.0216,
4.9135,0.1452,-0.2258,2.9034,0.6,-0.1355,1.7421,0.0423,0.0153,
4.9322,0.1414,-0.1694,3.5868,0.6,-0.1016,2.1521,0.04,0.0086,
4.9595,0.1377,-0.0559,2.8881,0.6,-0.0335,1.7329,0.0412,0.0009,
5.0353,0.1395,0.0668,2.7169,0.6,0.0401,1.6301,0.0423,0.0013,
5.0526,0.1414,0.1328,2.8522,0.6,0.0797,1.7113,0.0446,0.0053,
5.077,0.1452,0.1789,2.1707,0.6,0.1074,1.3024,0.0469,0.0096,
5.0958,0.149,0.225,2.2393,0.6,0.135,1.3436,0.0505,0.0152,
5.1184,0.1546,0.2708,1.9927,0.6,0.1625,1.1956,0.0543,0.022,
5.1378,0.1603,0.3088,2.0632,0.6,0.1853,1.2379,0.0582,0.0286,
5.1551,0.1659,0.3463,2.2027,0.6,0.2078,1.3216,0.0636,0.036,
5.1757,0.1735,0.3924,1.9906,0.6,0.2355,1.1944,0.0707,0.0462,
5.1983,0.1829,0.4318,1.8407,0.6,0.2591,1.1044,0.0781,0.0559,
5.2193,0.1923,0.4725,1.99,0.6,0.2835,1.194,0.086,0.067,
5.2384,0.2018,0.5115,1.8395,0.6,0.3069,1.1037,0.0958,0.0785,
5.2599,0.2131,0.5467,1.7282,0.6,0.328,1.0369,0.1063,0.0897,
5.2798,0.2244,0.5829,1.7111,0.6,0.3497,1.0267,0.1172,0.1019,
5.2987,0.2357,0.6132,1.5802,0.6,0.3679,0.9481,0.1307,0.1128,
5.3197,0.2489,0.6459,1.658,0.6,0.3876,0.9948,0.1449,0.1252,
5.3396,0.2621,0.6809,1.7524,0.6,0.4085,1.0514,0.1598,0.1391,
5.3585,0.2753,0.7139,1.5131,0.6,0.4284,0.9079,0.1777,0.1529,
5.3792,0.2904,0.7404,1.2968,0.6,0.4442,0.7781,0.1966,0.1644,
5.3993,0.3055,0.7668,1.3018,0.6,0.4601,0.7811,0.2164,0.1764,
5.4186,0.3206,0.7917,1.0456,0.6,0.475,0.6273,0.2398,0.188,
5.4397,0.3375,0.8086,0.7816,0.6,0.4851,0.4689,0.2616,0.1961,
5.4582,0.3526,0.8227,0.7933,0.6,0.4936,0.476,0.2872,0.2031,
5.4787,0.3696,0.8396,0.6622,0.6,0.5038,0.3973,0.314,0.2115,
5.4987,0.3866,0.8496,0.358,0.6,0.5098,0.2148,0.342,0.2166,
5.5186,0.4035,0.8539,0.3378,0.6,0.5123,0.2027,0.3712,0.2188,
5.5384,0.4205,0.863,0.2834,0.6,0.5178,0.17,0.4015,0.2234,
5.558,0.4375,0.8651,-0.2053,0.6,0.5191,-0.1232,0.433,0.2245,
5.5777,0.4545,0.8549,-0.4774,0.6,0.5129,-0.2864,0.4693,0.2193,
5.5999,0.4733,0.8452,-0.4643,0.6,0.5071,-0.2786,0.4994,0.2143,
5.6178,0.4884,0.8364,-0.5775,0.6,0.5019,-0.3465,0.5343,0.2099,
5.6383,0.5054,0.8228,-0.5926,0.6,0.4937,-0.3555,0.5703,0.2031,
5.659,0.5223,0.812,-0.5577,0.6,0.4872,-0.3346,0.6033,0.1978,
5.6777,0.5374,0.8009,-0.6823,0.6,0.4806,-0.4094,0.6415,0.1925,
5.6991,0.5544,0.7844,-0.9881,0.6,0.4706,-0.5928,0.6764,0.1846,
5.7186,0.5695,0.7609,-1.2437,0.6,0.4566,-0.7462,0.7122,0.1737,
5.7388,0.5846,0.735,-1.1842,0.6,0.441,-0.7105,0.7488,0.1621,
5.7597,0.5997,0.7123,-1.3303,0.6,0.4274,-0.7982,0.7816,0.1522,
5.7785,0.6129,0.6827,-1.3576,0.6,0.4096,-0.8146,0.8151,0.1398,
5.7984,0.6261,0.66,-1.2644,0.6,0.396,-0.7586,0.8492,0.1307,
5.8185,0.6393,0.6321,-1.7048,0.6,0.3793,-1.0229,0.879,0.1199,
5.8371,0.6506,0.5945,-1.6121,0.6,0.3567,-0.9672,0.9143,0.106,
5.8598,0.6638,0.5672,-1.5984,0.6,0.3403,-0.959,0.94,0.0965,
5.8768,0.6732,0.5333,-1.8039,0.6,0.32,-1.0823,0.9712,0.0853,
5.8988,0.6845,0.4978,-1.7248,0.6,0.2987,-1.0349,0.9976,0.0744,
5.9183,0.6939,0.462,-1.9342,0.6,0.2772,-1.1605,1.0243,0.064,
5.9398,0.7034,0.4183,-2.09,0.6,0.251,-1.254,1.0459,0.0525,
5.9588,0.7109,0.3775,-2.1448,0.6,0.2265,-1.2869,1.0677,0.0427,
5.9799,0.7185,0.3323,-2.2423,0.6,0.1994,-1.3454,1.0842,0.0331,
5.9983,0.7241,0.2892,-2.1496,0.6,0.1735,-1.2897,1.1008,0.0251,
6.0191,0.7298,0.2485,-2.2886,0.6,0.1491,-1.3732,1.1119,0.0185,
6.0357,0.7335,0.205,-2.3472,0.6,0.123,-1.4083,1.1231,0.0126,
6.056,0.7373,0.1629,-2.1245,0.6,0.0978,-1.2747,1.1288,0.008,
6.0697,0.7392,0.1331,-3.7722,0.6,0.0799,-2.2633,1.1344,0.0053,
6.0846,0.7411,0.0531,-3.3729,0.6,0.0319,-2.0237,1.1288,0.0008,
6.1738,0.7392,-0.0697,-2.6697,0.6,-0.0418,-1.6018,1.1231,0.0015,
6.1899,0.7373,-0.1335,-2.6755,0.6,-0.0801,-1.6053,1.1119,0.0053,
6.2154,0.7335,-0.1689,-1.7987,0.6,-0.1013,-1.0792,1.1008,0.0086,
6.235,0.7298,-0.2122,-2.0467,0.6,-0.1273,-1.228,1.0842,0.0135,
6.2592,0.7241,-0.2578,-1.9121,0.6,-0.1547,-1.1473,1.0677,0.0199,
6.2792,0.7185,-0.2966,-1.9151,0.6,-0.178,-1.149,1.0513,0.0264,
6.2974,0.7128,-0.331,-1.8823,0.6,-0.1986,-1.1294,1.0297,0.0329,
6.3189,0.7053,-0.3713,-1.8154,0.6,-0.2228,-1.0893,1.0082,0.0414,
6.3382,0.6977,-0.4052,-1.6921,0.6,-0.2431,-1.0153,0.987,0.0493,
6.3562,0.6902,-0.4345,-1.5353,0.6,-0.2607,-0.9212,0.9607,0.0566,
6.3772,0.6807,-0.4648,-1.4981,0.6,-0.2789,-0.8988,0.9348,0.0648,
6.3969,0.6713,-0.4954,-1.4698,0.6,-0.2972,-0.8819,0.9042,0.0736,
6.4189,0.66,-0.5259,-1.3027,0.6,-0.3155,-0.7816,0.874,0.083,
6.4399,0.6487,-0.5515,-1.2795,0.6,-0.3309,-0.7677,0.8443,0.0913,
6.4599,0.6374,-0.5783,-1.4292,0.6,-0.347,-0.8575,0.8151,0.1003,
6.479,0.6261,-0.6073,-1.3876,0.6,-0.3644,-0.8325,0.7864,0.1106,
6.4973,0.6147,-0.6303,-0.9593,0.6,-0.3782,-0.5756,0.7535,0.1192,
6.518,0.6015,-0.644,-0.8137,0.6,-0.3864,-0.4882,0.7213,0.1244,
6.5383,0.5883,-0.6636,-0.9674,0.6,-0.3982,-0.5804,0.6897,0.1321,
6.5578,0.5751,-0.6825,-0.9043,0.6,-0.4095,-0.5426,0.6545,0.1397,
6.5796,0.5601,-0.7008,-0.8386,0.6,-0.4205,-0.5032,0.6244,0.1473,
6.5981,0.5469,-0.7163,-0.6499,0.6,-0.4298,-0.3899,0.5909,0.1539,
