Time  (s),Displacement  (m),Velocity (m/s),Acceleration  (m/s²),Car Mass  (kg),Momentum  (kg•m/s),Force (N),Potential Energy  (J),Kinetic Energy  (J),Sample ID
2.9762,0.1018,0.5258,2.9839,0.6,0.3155,1.7903,0.028,0.083,
2.9999,0.115,0.5889,2.8862,0.6,0.3534,1.7317,0.0337,0.104,
3.0181,0.1263,0.6455,2.8443,0.6,0.3873,1.7066,0.0412,0.125,
3.0378,0.1395,0.6963,2.6314,0.6,0.4178,1.5789,0.0505,0.1454,
3.0587,0.1546,0.7524,2.9406,0.6,0.4515,1.7643,0.0608,0.1698,
3.078,0.1697,0.8141,2.7427,0.6,0.4884,1.6456,0.0736,0.1988,
3.0981,0.1867,0.8601,2.2443,0.6,0.5161,1.3466,0.0892,0.2219,
3.1196,0.2055,0.9074,2.4657,0.6,0.5444,1.4794,0.1063,0.247,
3.1397,0.2244,0.9623,2.4672,0.6,0.5774,1.4803,0.1248,0.2778,
3.1589,0.2433,1.0046,2.0545,0.6,0.6027,1.2327,0.147,0.3027,
3.1791,0.264,1.0431,1.9427,0.6,0.6259,1.1656,0.1709,0.3264,
3.1986,0.2847,1.0817,1.8223,0.6,0.649,1.0934,0.199,0.351,
3.2192,0.3074,1.116,1.47,0.6,0.6696,0.882,0.2293,0.3736,
3.2392,0.33,1.1415,1.2497,0.6,0.6849,0.7498,0.2616,0.3909,
3.2588,0.3526,1.1655,1.0377,0.6,0.6993,0.6226,0.299,0.4075,
3.2796,0.3771,1.1832,0.8051,0.6,0.7099,0.483,0.3357,0.42,
3.2987,0.3998,1.1977,0.318,0.6,0.7186,0.1908,0.3778,0.4303,
3.319,0.4243,1.1952,-0.0398,0.6,0.7171,-0.0239,0.4223,0.4286,
3.3397,0.4488,1.1961,0.2544,0.6,0.7176,0.1526,0.4656,0.4292,
3.3584,0.4714,1.2048,0.0561,0.6,0.7229,0.0337,0.5147,0.4354,
3.3788,0.4959,1.1976,-0.3925,0.6,0.7185,-0.2355,0.5663,0.4303,
3.3994,0.5205,1.1887,-0.648,0.6,0.7132,-0.3888,0.6159,0.4239,
3.4185,0.5431,1.1722,-0.7898,0.6,0.7033,-0.4739,0.672,0.4122,
3.4396,0.5676,1.1571,-0.7634,0.6,0.6943,-0.4581,0.7258,0.4017,
3.4592,0.5902,1.1412,-0.9678,0.6,0.6847,-0.5807,0.7816,0.3907,
3.4793,0.6129,1.1186,-1.0499,0.6,0.6712,-0.63,0.8394,0.3754,
3.4997,0.6355,1.0987,-1.1035,0.6,0.6592,-0.6621,0.8941,0.3621,
3.5187,0.6562,1.0753,-1.6311,0.6,0.6452,-0.9787,0.9503,0.3469,
3.5383,0.677,1.0355,-1.8787,0.6,0.6213,-1.1272,1.0082,0.3217,
3.5588,0.6977,1.0001,-1.6944,0.6,0.6001,-1.0166,1.0677,0.3001,
3.5798,0.7185,0.9652,-1.8485,0.6,0.5791,-1.1091,1.1231,0.2795,
3.5998,0.7373,0.9245,-2.0469,0.6,0.5547,-1.2281,1.1741,0.2564,
3.6185,0.7543,0.886,-2.1538,0.6,0.5316,-1.2923,1.2262,0.2355,
3.6382,0.7713,0.8417,-2.2482,0.6,0.505,-1.3489,1.2793,0.2125,
3.6588,0.7882,0.7954,-2.4172,0.6,0.4772,-1.4503,1.3273,0.1898,
3.6784,0.8033,0.7447,-2.4457,0.6,0.4468,-1.4674,1.3762,0.1664,
3.6994,0.8184,0.6963,-2.6167,0.6,0.4178,-1.57,1.4196,0.1454,
3.719,0.8316,0.6389,-2.991,0.6,0.3833,-1.7946,1.4573,0.1224,
3.7377,0.8429,0.5818,-2.9129,0.6,0.3491,-1.7477,1.4954,0.1016,
3.7579,0.8542,0.5258,-2.8343,0.6,0.3155,-1.7006,1.5276,0.0829,
3.7772,0.8637,0.4699,-2.9101,0.6,0.282,-1.7461,1.56,0.0662,
3.7982,0.8731,0.4085,-3.0087,0.6,0.2451,-1.8052,1.5861,0.0501,
3.8185,0.8806,0.3457,-3.2474,0.6,0.2074,-1.9484,1.6059,0.0359,
3.8362,0.8863,0.2855,-3.2006,0.6,0.1713,-1.9203,1.6258,0.0244,
3.8587,0.8919,0.218,-3.0345,0.6,0.1308,-1.8207,1.6391,0.0143,
3.879,0.8957,0.1557,-5.0933,0.6,0.0934,-3.056,1.6457,0.0073,
3.8943,0.8976,0.0468,-4.5323,0.6,0.0281,-2.7194,1.6391,0.0007,
3.9565,0.8957,-0.0743,-3.2747,0.6,-0.0446,-1.9648,1.6324,0.0017,
3.9726,0.8938,-0.1484,-3.881,0.6,-0.089,-2.3286,1.6191,0.0066,
3.9933,0.8901,-0.2138,-3.1125,0.6,-0.1283,-1.8675,1.5993,0.0137,
4.0162,0.8844,-0.284,-3.0306,0.6,-0.1704,-1.8184,1.573,0.0242,
4.0397,0.8769,-0.3544,-2.9645,0.6,-0.2127,-1.7787,1.547,0.0377,
4.0592,0.8693,-0.4116,-2.8742,0.6,-0.247,-1.7245,1.5211,0.0508,
4.0765,0.8618,-0.4603,-2.5864,0.6,-0.2762,-1.5518,1.4827,0.0636,
4.0997,0.8505,-0.515,-2.7532,0.6,-0.309,-1.6519,1.451,0.0796,
4.1172,0.841,-0.5701,-2.7168,0.6,-0.342,-1.6301,1.4071,0.0975,
4.1393,0.8278,-0.6206,-2.4206,0.6,-0.3724,-1.4523,1.3639,0.1155,
4.1598,0.8146,-0.673,-2.56,0.6,-0.4038,-1.536,1.3213,0.1359,
4.1786,0.8014,-0.7212,-2.3015,0.6,-0.4327,-1.3809,1.2733,0.156,
4.199,0.7863,-0.7628,-2.1845,0.6,-0.4577,-1.3107,1.2262,0.1745,
4.2181,0.7713,-0.8073,-2.1113,0.6,-0.4844,-1.2668,1.1741,0.1955,
4.2386,0.7543,-0.8461,-1.8372,0.6,-0.5077,-1.1023,1.1231,0.2148,
4.2583,0.7373,-0.8812,-1.6516,0.6,-0.5287,-0.991,1.0677,0.233,
4.2792,0.7185,-0.913,-1.4936,0.6,-0.5478,-0.8962,1.0136,0.2501,
4.2996,0.6996,-0.9429,-1.5983,0.6,-0.5658,-0.959,0.9607,0.2667,
4.3193,0.6807,-0.977,-1.7967,0.6,-0.5862,-1.078,0.9092,0.2864,
4.3382,0.6619,-1.0122,-1.4956,0.6,-0.6073,-0.8973,0.8541,0.3074,
4.3584,0.6411,-1.035,-1.0191,0.6,-0.621,-0.6115,0.8007,0.3213,
4.3783,0.6204,-1.0531,-1.0302,0.6,-0.6319,-0.6181,0.7442,0.3327,
4.3995,0.5978,-1.0775,-0.9812,0.6,-0.6465,-0.5887,0.6942,0.3483,
4.4186,0.577,-1.093,-0.8354,0.6,-0.6558,-0.5012,0.6415,0.3584,
4.4392,0.5544,-1.1107,-1.1162,0.6,-0.6664,-0.6697,0.5909,0.3701,
4.4593,0.5318,-1.1383,-0.6866,0.6,-0.683,-0.4119,0.5422,0.3887,
4.479,0.5091,-1.1383,0.1343,0.6,-0.683,0.0806,0.4955,0.3887,
4.4991,0.4865,-1.1329,-0.0071,0.6,-0.6797,-0.0043,0.4509,0.385,
4.5189,0.4639,-1.1385,0.3536,0.6,-0.6831,0.2121,0.4084,0.3889,
4.5388,0.4413,-1.1188,0.7668,0.6,-0.6713,0.4601,0.3679,0.3755,
4.5594,0.4186,-1.1076,0.2817,0.6,-0.6646,0.169,0.3294,0.368,
4.5797,0.396,-1.1072,0.6428,0.6,-0.6643,0.3857,0.296,0.3678,
4.5985,0.3753,-1.0834,1.8184,0.6,-0.65,1.0911,0.2616,0.3521,
4.6198,0.3526,-1.0329,2.3104,0.6,-0.6197,1.3863,0.2345,0.32,
4.6386,0.3338,-0.9906,1.8325,0.6,-0.5943,1.0995,0.2064,0.2944,
4.6598,0.313,-0.9606,1.4225,0.6,-0.5763,0.8535,0.1824,0.2768,
4.6798,0.2942,-0.932,1.2585,0.6,-0.5592,0.7551,0.162,0.2606,
4.6982,0.2772,-0.912,1.3316,0.6,-0.5472,0.7989,0.1408,0.2495,
4.7192,0.2583,-0.8789,1.8363,0.6,-0.5274,1.1018,0.1229,0.2318,
4.7389,0.2414,-0.8376,2.3295,0.6,-0.5026,1.3977,0.1063,0.2105,
4.7597,0.2244,-0.7843,2.8061,0.6,-0.4706,1.6837,0.0925,0.1845,
4.7798,0.2093,-0.723,2.8538,0.6,-0.4338,1.7123,0.0812,0.1568,
4.7988,0.1961,-0.6725,2.6368,0.6,-0.4035,1.5821,0.0707,0.1357,
4.8191,0.1829,-0.6194,2.7688,0.6,-0.3716,1.6613,0.0622,0.1151,
4.8383,0.1716,-0.5633,2.6395,0.6,-0.338,1.5837,0.0543,0.0952,
4.8593,0.1603,-0.5138,2.2932,0.6,-0.3083,1.3759,0.0481,0.0792,
4.8785,0.1509,-0.471,2.3884,0.6,-0.2826,1.433,0.0423,0.0665,
4.8995,0.1414,-0.4175,2.7917,0.6,-0.2505,1.675,0.0379,0.0523,
4.9191,0.1339,-0.358,2.9565,0.6,-0.2148,1.7739,0.0348,0.0384,
4.9362,0.1282,-0.3088,2.7812,0.6,-0.1853,1.6687,0.0318,0.0286,
4.9559,0.1226,-0.2559,3.0911,0.6,-0.1535,1.8547,0.0298,0.0196,
4.9726,0.1188,-0.1975,3.1185,0.6,-0.1185,1.8711,0.028,0.0117,
4.9953,0.115,-0.1353,4.1581,0.6,-0.0812,2.4949,0.0271,0.0055,
5.0137,0.1131,-0.0327,3.8729,0.6,-0.0196,2.3237,0.028,0.0003,
5.0638,0.115,0.076,2.1464,0.6,0.0456,1.2878,0.0298,0.0017,
5.0971,0.1188,0.1467,2.3752,0.6,0.088,1.4251,0.0318,0.0065,
5.1183,0.1226,0.2024,2.7009,0.6,0.1215,1.6205,0.0337,0.0123,
5.1347,0.1263,0.2479,2.5436,0.6,0.1487,1.5262,0.0368,0.0184,
5.1558,0.132,0.2967,2.3202,0.6,0.178,1.3921,0.0412,0.0264,
5.179,0.1395,0.3507,2.3255,0.6,0.2104,1.3953,0.0457,0.0369,
5.1991,0.1471,0.3974,2.4756,0.6,0.2384,1.4853,0.0505,0.0474,
5.2171,0.1546,0.4447,2.5179,0.6,0.2668,1.5107,0.0569,0.0593,
5.2372,0.1641,0.4931,2.2222,0.6,0.2959,1.3333,0.065,0.073,
5.2592,0.1754,0.5379,2.0281,0.6,0.3227,1.2169,0.0736,0.0868,
5.2793,0.1867,0.5785,2.0442,0.6,0.3471,1.2265,0.0828,0.1004,
5.2983,0.198,0.6178,2.1167,0.6,0.3707,1.27,0.0942,0.1145,
5.3189,0.2112,0.6624,2.0955,0.6,0.3974,1.2573,0.1063,0.1316,
5.3382,0.2244,0.7015,1.9963,0.6,0.4209,1.1978,0.121,0.1476,
5.3592,0.2395,0.7428,1.9427,0.6,0.4457,1.1656,0.1367,0.1655,
5.3789,0.2546,0.7806,1.6173,0.6,0.4684,0.9704,0.1533,0.1828,
5.3979,0.2697,0.8056,1.4816,0.6,0.4833,0.8889,0.1732,0.1947,
5.4186,0.2866,0.8397,1.7754,0.6,0.5038,1.0653,0.1942,0.2115,
5.4383,0.3036,0.8772,1.4329,0.6,0.5263,0.8597,0.2189,0.2309,
5.4595,0.3225,0.8976,0.949,0.6,0.5386,0.5694,0.2425,0.2417,
5.4782,0.3394,0.9151,1.088,0.6,0.5491,0.6528,0.27,0.2512,
5.4986,0.3583,0.9404,0.9754,0.6,0.5642,0.5853,0.299,0.2653,
5.5183,0.3771,0.9544,0.4639,0.6,0.5727,0.2783,0.3294,0.2733,
5.5381,0.396,0.9587,0.1644,0.6,0.5752,0.0986,0.3646,0.2757,
5.5596,0.4167,0.9611,0.0127,0.6,0.5767,0.0076,0.3981,0.2771,
5.5793,0.4356,0.9594,-0.2893,0.6,0.5756,-0.1736,0.433,0.2761,
5.599,0.4545,0.9497,-0.3662,0.6,0.5698,-0.2197,0.4693,0.2706,
5.619,0.4733,0.9449,-0.1803,0.6,0.5669,-0.1082,0.507,0.2678,
5.6389,0.4922,0.9425,-0.3489,0.6,0.5655,-0.2093,0.5462,0.2665,
5.659,0.511,0.9309,-0.7273,0.6,0.5585,-0.4364,0.5867,0.26,
5.6794,0.5299,0.913,-1.1292,0.6,0.5478,-0.6775,0.6244,0.2501,
5.6983,0.5469,0.8869,-1.0626,0.6,0.5322,-0.6375,0.6676,0.236,
5.7198,0.5657,0.8709,-0.8976,0.6,0.5225,-0.5386,0.7077,0.2275,
5.7394,0.5827,0.8503,-1.2167,0.6,0.5102,-0.73,0.7488,0.2169,
5.7598,0.5997,0.8221,-1.3182,0.6,0.4932,-0.7909,0.7864,0.2027,
5.7783,0.6147,0.7989,-1.2312,0.6,0.4794,-0.7387,0.8296,0.1915,
5.7999,0.6317,0.7728,-1.4806,0.6,0.4637,-0.8884,0.864,0.1792,
5.8173,0.6449,0.7423,-1.6889,0.6,0.4454,-1.0134,0.9042,0.1653,
5.8381,0.66,0.7085,-1.8858,0.6,0.4251,-1.1315,0.94,0.1506,
5.8572,0.6732,0.6675,-2.1172,0.6,0.4005,-1.2703,0.9764,0.1337,
5.8777,0.6864,0.6247,-2.0118,0.6,0.3748,-1.2071,1.0136,0.1171,
5.8995,0.6996,0.5825,-2.1412,0.6,0.3495,-1.2847,1.0459,0.1018,
5.9197,0.7109,0.5351,-1.9423,0.6,0.3211,-1.1654,1.0732,0.0859,
5.9381,0.7203,0.5068,-1.8246,0.6,0.3041,-1.0947,1.1008,0.077,
5.957,0.7298,0.4669,-2.317,0.6,0.2802,-1.3902,1.1288,0.0654,
5.9788,0.7392,0.4119,-2.3191,0.6,0.2472,-1.3914,1.1513,0.0509,
5.9979,0.7467,0.3715,-2.1866,0.6,0.2229,-1.312,1.1741,0.0414,
6.0196,0.7543,0.3225,-2.2896,0.6,0.1935,-1.3737,1.1914,0.0312,
6.0386,0.7599,0.2784,-2.4536,0.6,0.167,-1.4722,1.2029,0.0233,
6.0531,0.7637,0.2409,-2.6197,0.6,0.1445,-1.5718,1.2145,0.0174,
6.0704,0.7675,0.195,-2.5037,0.6,0.117,-1.5022,1.2262,0.0114,
6.0927,0.7713,0.1425,-2.881,0.6,0.0855,-1.7286,1.232,0.0061,
6.1084,0.7731,0.089,-3.4588,0.6,0.0534,-2.0753,1.2379,0.0024,
6.1384,0.775,-0.0163,-3.3106,0.6,-0.0098,-1.9863,1.232,0.0001,
6.1582,0.7731,-0.0779,-1.8778,0.6,-0.0467,-1.1267,1.2262,0.0018,
6.1883,0.7713,-0.0973,-1.4854,0.6,-0.0584,-0.8912,1.2145,0.0028,
6.2165,0.7675,-0.1629,-2.3792,0.6,-0.0977,-1.4275,1.2029,0.008,
6.2364,0.7637,-0.2113,-2.524,0.6,-0.1268,-1.5144,1.1914,0.0134,
6.2528,0.7599,-0.2542,-2.2636,0.6,-0.1525,-1.3582,1.1684,0.0194,
6.2799,0.7524,-0.306,-2.2675,0.6,-0.1836,-1.3605,1.1513,0.0281,
6.2969,0.7467,-0.3506,-2.3166,0.6,-0.2103,-1.39,1.1288,0.0369,
6.3174,0.7392,-0.3918,-2.0582,0.6,-0.2351,-1.2349,1.1008,0.0461,
6.3399,0.7298,-0.4392,-2.1018,0.6,-0.2635,-1.2611,1.0787,0.0579,
6.3564,0.7222,-0.4738,-1.7446,0.6,-0.2843,-1.0468,1.0459,0.0674,
6.3796,0.7109,-0.5061,-1.7464,0.6,-0.3037,-1.0478,1.0189,0.0768,
6.3975,0.7015,-0.5437,-2.0155,0.6,-0.3262,-1.2093,0.987,0.0887,
6.4176,0.6902,-0.5825,-1.7939,0.6,-0.3495,-1.0764,0.9503,0.1018,
6.4395,0.677,-0.6188,-1.6321,0.6,-0.3713,-0.9793,0.9194,0.1149,
6.4573,0.6657,-0.6474,-1.5259,0.6,-0.3884,-0.9155,0.884,0.1257,
6.4773,0.6525,-0.6763,-1.3808,0.6,-0.4058,-0.8285,0.8443,0.1372,
6.4991,0.6374,-0.705,-1.2561,0.6,-0.423,-0.7536,0.8103,0.1491,
6.5175,0.6242,-0.727,-1.1954,0.6,-0.4362,-0.7172,0.7722,0.1586,
6.538,0.6091,-0.7515,-1.1026,0.6,-0.4509,-0.6616,0.735,0.1694,
6.5577,0.594,-0.7714,-0.8749,0.6,-0.4628,-0.525,0.6942,0.1785,
6.5796,0.577,-0.7876,-0.8487,0.6,-0.4726,-0.5092,0.6589,0.1861,
6.5985,0.5619,-0.8057,-0.8923,0.6,-0.4834,-0.5354,0.6202,0.1948,
6.6193,0.545,-0.8229,-0.8742,0.6,-0.4937,-0.5245,0.5826,0.2032,
6.6397,0.528,-0.8417,-0.7658,0.6,-0.505,-0.4595,0.5462,0.2125,
6.6597,0.511,-0.8539,-0.47,0.6,-0.5124,-0.282,0.5109,0.2188,
6.6794,0.4941,-0.8604,-0.2843,0.6,-0.5162,-0.1706,0.4767,0.2221,
6.6991,0.4771,-0.8651,-0.3489,0.6,-0.5191,-0.2093,0.4437,0.2245,
6.7187,0.4601,-0.8741,-0.2166,0.6,-0.5245,-0.13,0.4119,0.2292,
6.738,0.4431,-0.8736,0.218,0.6,-0.5242,0.1308,0.3778,0.229,
