Time  (s),Displacement  (m),Velocity (m/s),Acceleration  (m/s²),Car Mass  (kg),Momentum  (kg•m/s),Force (N),Potential Energy  (J),Kinetic Energy  (J),Sample ID
0.9392,0.9617,0.798,-3.0906,0.6,0.4788,-1.8544,1.9364,0.191,
0.959,0.9768,0.742,-3.2065,0.6,0.4452,-1.9239,1.9869,0.1652,
0.9773,0.99,0.6764,-3.6608,0.6,0.4059,-2.1965,2.0379,0.1373,
0.9982,1.0032,0.5983,-3.6434,0.6,0.359,-2.1861,2.082,0.1074,
1.0182,1.0145,0.5273,-3.6344,0.6,0.3164,-2.1806,2.1191,0.0834,
1.0374,1.0239,0.4559,-4.0288,0.6,0.2735,-2.4173,2.149,0.0624,
1.0554,1.0315,0.3778,-3.9094,0.6,0.2267,-2.3457,2.1791,0.0428,
1.0779,1.039,0.2995,-4.2295,0.6,0.1797,-2.5377,2.1942,0.0269,
1.0922,1.0428,0.2283,-4.5071,0.6,0.137,-2.7043,2.2093,0.0156,
1.1121,1.0466,0.148,-5.7275,0.6,0.0888,-3.4365,2.2169,0.0066,
1.1302,1.0485,0.0137,-5.0599,0.6,0.0082,-3.036,2.2017,0.0001,
1.1792,1.0447,-0.1186,-4.6903,0.6,-0.0712,-2.8142,2.1942,0.0042,
1.1911,1.0428,-0.1981,-5.0084,0.6,-0.1189,-3.005,2.1715,0.0118,
1.2152,1.0371,-0.2785,-3.4031,0.6,-0.1671,-2.0419,2.1415,0.0233,
1.2386,1.0296,-0.3597,-3.8866,0.6,-0.2158,-2.332,2.1117,0.0388,
1.2574,1.0221,-0.4406,-4.0831,0.6,-0.2644,-2.4498,2.0746,0.0582,
1.2771,1.0126,-0.5167,-3.5729,0.6,-0.31,-2.1438,2.0305,0.0801,
1.2976,1.0013,-0.584,-3.4499,0.6,-0.3504,-2.0699,1.9796,0.1023,
1.319,0.9881,-0.6614,-3.5544,0.6,-0.3968,-2.1326,1.9293,0.1312,
1.3377,0.9749,-0.7267,-3.0653,0.6,-0.436,-1.8392,1.8724,0.1584,
1.3579,0.9598,-0.78,-2.978,0.6,-0.468,-1.7868,1.8093,0.1825,
1.3787,0.9429,-0.849,-3.3878,0.6,-0.5094,-2.0327,1.7472,0.2162,
1.3979,0.9259,-0.9154,-2.9723,0.6,-0.5493,-1.7834,1.6725,0.2514,
1.4199,0.9051,-0.9701,-2.6321,0.6,-0.582,-1.5792,1.6059,0.2823,
1.4388,0.8863,-1.0226,-2.75,0.6,-0.6136,-1.65,1.534,0.3137,
1.4586,0.8655,-1.0765,-2.4001,0.6,-0.6459,-1.4401,1.4573,0.3476,
1.4791,0.8429,-1.1191,-2.2023,0.6,-0.6714,-1.3214,1.3824,0.3757,
1.499,0.8203,-1.1654,-2.6365,0.6,-0.6992,-1.5819,1.3032,0.4074,
1.5195,0.7958,-1.2258,-2.8245,0.6,-0.7355,-1.6947,1.2262,0.4508,
1.539,0.7713,-1.2785,-1.8143,0.6,-0.7671,-1.0886,1.1457,0.4903,
1.5593,0.7449,-1.2973,-0.2278,0.6,-0.7784,-0.1367,1.0677,0.5049,
1.5797,0.7185,-1.2877,0.152,0.6,-0.7726,0.0912,0.9976,0.4974,
1.5989,0.6939,-1.2909,-1.2459,0.6,-0.7745,-0.7475,0.9245,0.4999,
1.6192,0.6675,-1.3381,-2.3357,0.6,-0.8028,-1.4014,0.8492,0.5371,
1.6397,0.6393,-1.3862,-1.3266,0.6,-0.8317,-0.796,0.7816,0.5765,
1.6586,0.6129,-1.392,0.2902,0.6,-0.8352,0.1741,0.7122,0.5813,
1.679,0.5846,-1.3739,1.0109,0.6,-0.8243,0.6066,0.6458,0.5663,
1.6998,0.5563,-1.3503,0.1409,0.6,-0.8102,0.0845,0.5867,0.547,
1.7195,0.5299,-1.3671,-0.9436,0.6,-0.8203,-0.5662,0.5264,0.5607,
1.7398,0.5016,-1.3881,0.4513,0.6,-0.8329,0.2708,0.473,0.5781,
1.7589,0.4752,-1.3511,2.2261,0.6,-0.8107,1.3357,0.4223,0.5476,
1.7789,0.4488,-1.3008,1.8716,0.6,-0.7805,1.1229,0.3745,0.5076,
1.7995,0.4224,-1.2755,0.6944,0.6,-0.7653,0.4166,0.3326,0.4881,
1.8188,0.3979,-1.2724,0.16,0.6,-0.7634,0.096,0.2902,0.4857,
1.8395,0.3715,-1.2691,1.188,0.6,-0.7615,0.7128,0.2533,0.4832,
1.8589,0.347,-1.2261,2.5209,0.6,-0.7357,1.5125,0.2189,0.451,
1.8795,0.3225,-1.1679,2.8167,0.6,-0.7007,1.69,0.1894,0.4092,
1.8993,0.2998,-1.1123,2.4509,0.6,-0.6674,1.4705,0.1642,0.3712,
1.9185,0.2791,-1.0721,1.436,0.6,-0.6432,0.8616,0.1387,0.3448,
1.9397,0.2565,-1.0556,1.2183,0.6,-0.6334,0.731,0.1172,0.3343,
1.9596,0.2357,-1.0226,2.0339,0.6,-0.6136,1.2204,0.0993,0.3137,
1.9784,0.2169,-0.9773,2.576,0.6,-0.5864,1.5456,0.0828,0.2865,
1.9982,0.198,-0.923,2.9089,0.6,-0.5538,1.7454,0.0678,0.2556,
2.0194,0.1791,-0.8578,3.307,0.6,-0.5147,1.9842,0.0569,0.2208,
2.0376,0.1641,-0.7934,3.3071,0.6,-0.476,1.9843,0.0469,0.1888,
2.0574,0.149,-0.7325,3.0611,0.6,-0.4395,1.8367,0.0379,0.161,
2.0789,0.1339,-0.667,3.028,0.6,-0.4002,1.8168,0.0308,0.1334,
2.0998,0.1207,-0.6041,2.941,0.6,-0.3624,1.7646,0.0253,0.1095,
2.1194,0.1094,-0.5478,3.2258,0.6,-0.3287,1.9355,0.0211,0.09,
2.1377,0.0999,-0.4823,3.5835,0.6,-0.2894,2.1501,0.0173,0.0698,
2.1588,0.0905,-0.4066,3.5782,0.6,-0.2439,2.1469,0.0146,0.0496,
2.1792,0.083,-0.3338,3.5159,0.6,-0.2003,2.1095,0.0126,0.0334,
2.1982,0.0773,-0.268,3.9552,0.6,-0.1608,2.3731,0.0114,0.0215,
2.2143,0.0735,-0.1964,5.2215,0.6,-0.1178,3.1329,0.0103,0.0116,
2.2379,0.0698,-0.0549,4.078,0.6,-0.0329,2.4468,0.0114,0.0009,
2.3165,0.0735,0.1149,3.3686,0.6,0.0689,2.0212,0.0126,0.004,
2.3373,0.0773,0.2101,4.0666,0.6,0.1261,2.44,0.0139,0.0132,
2.3533,0.0811,0.267,3.1299,0.6,0.1602,1.8779,0.0166,0.0214,
2.3786,0.0886,0.3354,2.9207,0.6,0.2012,1.7524,0.0196,0.0338,
2.3989,0.0962,0.3991,2.9192,0.6,0.2394,1.7515,0.0227,0.0478,
2.4166,0.1037,0.4469,2.7753,0.6,0.2681,1.6652,0.0271,0.0599,
2.4366,0.1131,0.5039,2.7505,0.6,0.3023,1.6503,0.0327,0.0762,
2.4578,0.1245,0.5601,2.694,0.6,0.3361,1.6164,0.039,0.0941,
2.4772,0.1358,0.6132,2.7515,0.6,0.3679,1.6509,0.0469,0.1128,
2.4977,0.149,0.6699,2.4359,0.6,0.4019,1.4616,0.0569,0.1346,
2.5194,0.1641,0.7156,2.1633,0.6,0.4293,1.298,0.0678,0.1536,
2.5398,0.1791,0.7609,2.4384,0.6,0.4565,1.4631,0.0797,0.1737,
2.559,0.1942,0.8119,2.4907,0.6,0.4872,1.4944,0.0942,0.1978,
2.5793,0.2112,0.8591,2.1962,0.6,0.5155,1.3177,0.1099,0.2214,
2.5986,0.2282,0.899,1.9312,0.6,0.5394,1.1587,0.1287,0.2424,
2.6191,0.247,0.9358,1.746,0.6,0.5615,1.0476,0.1491,0.2627,
2.6389,0.2659,0.9694,1.6364,0.6,0.5817,0.9819,0.1709,0.2819,
2.658,0.2847,0.9995,1.7831,0.6,0.5997,1.0698,0.1966,0.2997,
2.6785,0.3055,1.0403,1.9409,0.6,0.6242,1.1645,0.2267,0.3247,
2.6997,0.3281,1.0804,1.6405,0.6,0.6482,0.9843,0.2561,0.3502,
2.7187,0.3489,1.1068,1.3433,0.6,0.6641,0.806,0.2902,0.3675,
2.7389,0.3715,1.133,1.1155,0.6,0.6798,0.6693,0.3263,0.3851,
2.7586,0.3941,1.1514,0.5967,0.6,0.6909,0.358,0.3679,0.3977,
2.7798,0.4186,1.1569,0.4027,0.6,0.6941,0.2416,0.4084,0.4015,
2.7994,0.4413,1.1676,0.4579,0.6,0.7006,0.2747,0.4509,0.409,
2.8186,0.4639,1.1747,0.1107,0.6,0.7048,0.0664,0.4994,0.414,
2.8395,0.4884,1.1716,-0.1804,0.6,0.703,-0.1082,0.5462,0.4118,
2.8588,0.511,1.1675,-0.3703,0.6,0.7005,-0.2222,0.595,0.4089,
2.8783,0.5337,1.1572,-0.6655,0.6,0.6943,-0.3993,0.6502,0.4017,
2.8996,0.5582,1.1401,-0.8614,0.6,0.6841,-0.5168,0.7032,0.39,
2.9196,0.5808,1.1217,-0.8245,0.6,0.673,-0.4947,0.7581,0.3774,
2.9399,0.6034,1.1069,-0.7878,0.6,0.6641,-0.4727,0.8103,0.3676,
2.9588,0.6242,1.0909,-1.0812,0.6,0.6546,-0.6487,0.869,0.357,
2.9797,0.6468,1.0634,-1.4382,0.6,0.638,-0.8629,0.9245,0.3392,
2.9995,0.6675,1.0325,-1.4666,0.6,0.6195,-0.8799,0.9817,0.3198,
3.0199,0.6883,1.0045,-1.6047,0.6,0.6027,-0.9628,1.0351,0.3027,
3.0389,0.7071,0.9696,-1.9335,0.6,0.5818,-1.1601,1.0897,0.282,
3.0588,0.726,0.9292,-1.9598,0.6,0.5575,-1.1759,1.1457,0.259,
3.0796,0.7449,0.8899,-1.9164,0.6,0.5339,-1.1498,1.1972,0.2376,
3.099,0.7618,0.8522,-1.9079,0.6,0.5113,-1.1448,1.2497,0.2179,
3.1194,0.7788,0.814,-2.2073,0.6,0.4884,-1.3244,1.2972,0.1988,
3.1384,0.7939,0.7657,-2.6223,0.6,0.4594,-1.5734,1.3456,0.1759,
3.1589,0.809,0.7103,-2.4704,0.6,0.4262,-1.4822,1.3885,0.1513,
3.1782,0.8222,0.6671,-2.2177,0.6,0.4003,-1.3306,1.4321,0.1335,
3.1985,0.8354,0.6225,-2.6406,0.6,0.3735,-1.5844,1.47,0.1162,
3.2175,0.8467,0.5639,-2.9572,0.6,0.3383,-1.7743,1.5083,0.0954,
3.2387,0.858,0.5039,-2.6929,0.6,0.3023,-1.6157,1.5405,0.0762,
3.2585,0.8674,0.4533,-2.8005,0.6,0.272,-1.6803,1.5665,0.0616,
3.2761,0.875,0.3997,-2.8683,0.6,0.2398,-1.721,1.5927,0.0479,
3.2965,0.8825,0.3448,-2.9586,0.6,0.2069,-1.7751,1.6125,0.0357,
3.3142,0.8882,0.2877,-3.0406,0.6,0.1726,-1.8244,1.6324,0.0248,
3.3363,0.8938,0.2246,-2.8657,0.6,0.1348,-1.7194,1.6457,0.0151,
3.3557,0.8976,0.1688,-3.3001,0.6,0.1013,-1.9801,1.6524,0.0086,
3.3691,0.8995,0.1189,-4.2559,0.6,0.0713,-2.5535,1.6591,0.0042,
3.3889,0.9014,0.0241,-3.5899,0.6,0.0145,-2.154,1.6524,0.0002,
3.4287,0.8995,-0.0711,-2.5492,0.6,-0.0427,-1.5295,1.6457,0.0015,
3.4488,0.8976,-0.1255,-2.7113,0.6,-0.0753,-1.6268,1.6324,0.0047,
3.4731,0.8938,-0.1915,-2.7345,0.6,-0.1149,-1.6407,1.6125,0.011,
3.4978,0.8882,-0.2595,-2.9022,0.6,-0.1557,-1.7413,1.5927,0.0202,
3.5173,0.8825,-0.319,-2.839,0.6,-0.1914,-1.7034,1.5665,0.0305,
3.539,0.875,-0.376,-2.8535,0.6,-0.2256,-1.7121,1.5405,0.0424,
3.5577,0.8674,-0.4336,-2.9127,0.6,-0.2602,-1.7476,1.5083,0.0564,
3.5781,0.858,-0.4896,-2.5675,0.6,-0.2937,-1.5405,1.47,0.0719,
3.5999,0.8467,-0.5417,-2.2675,0.6,-0.325,-1.3605,1.4321,0.088,
3.6199,0.8354,-0.5846,-2.257,0.6,-0.3508,-1.3542,1.3947,0.1025,
3.6386,0.8241,-0.6289,-2.4419,0.6,-0.3773,-1.4652,1.3517,0.1186,
3.6588,0.8109,-0.6797,-2.613,0.6,-0.4078,-1.5678,1.3092,0.1386,
3.6775,0.7977,-0.7304,-2.5106,0.6,-0.4383,-1.5064,1.2615,0.1601,
3.6975,0.7826,-0.7766,-2.0259,0.6,-0.4659,-1.2155,1.2087,0.1809,
3.7188,0.7656,-0.8137,-1.6538,0.6,-0.4882,-0.9923,1.157,0.1986,
3.7393,0.7486,-0.8458,-1.6834,0.6,-0.5075,-1.0101,1.1064,0.2146,
3.7589,0.7317,-0.8811,-1.8791,0.6,-0.5287,-1.1274,1.0513,0.2329,
3.7799,0.7128,-0.9222,-1.7897,0.6,-0.5533,-1.0738,1.0029,0.2551,
3.7979,0.6958,-0.9514,-1.5773,0.6,-0.5708,-0.9464,0.9451,0.2715,
3.8195,0.6751,-0.9845,-1.8785,0.6,-0.5907,-1.1271,0.8941,0.2908,
3.8382,0.6562,-1.0261,-1.6353,0.6,-0.6157,-0.9812,0.8345,0.3159,
3.8599,0.6336,-1.0488,-1.0562,0.6,-0.6293,-0.6337,0.7816,0.33,
3.8795,0.6129,-1.0697,-0.929,0.6,-0.6418,-0.5574,0.7304,0.3433,
3.8987,0.5921,-1.0849,-0.7444,0.6,-0.651,-0.4466,0.6764,0.3531,
3.9195,0.5695,-1.0994,-0.6347,0.6,-0.6597,-0.3808,0.6287,0.3626,
3.9382,0.5487,-1.1101,-0.2984,0.6,-0.666,-0.179,0.5785,0.3697,
3.9586,0.5261,-1.1106,-0.1477,0.6,-0.6663,-0.0886,0.5303,0.37,
3.9789,0.5035,-1.1161,0.2358,0.6,-0.6696,0.1415,0.4842,0.3737,
3.9991,0.4809,-1.1011,1.2593,0.6,-0.6606,0.7556,0.4437,0.3637,
4.0183,0.4601,-1.067,1.5682,0.6,-0.6402,0.9409,0.4049,0.3416,
4.038,0.4394,-1.0402,1.0639,0.6,-0.6241,0.6383,0.3679,0.3246,
4.0582,0.4186,-1.0247,0.5684,0.6,-0.6148,0.341,0.3326,0.315,
4.0785,0.3979,-1.0172,0.4262,0.6,-0.6103,0.2557,0.299,0.3104,
4.099,0.3771,-1.0073,0.7294,0.6,-0.6044,0.4376,0.2672,0.3044,
4.1197,0.3564,-0.9871,1.6142,0.6,-0.5923,0.9685,0.2398,0.2923,
4.1391,0.3375,-0.9434,2.369,0.6,-0.5661,1.4214,0.2139,0.267,
4.1597,0.3187,-0.8922,2.0453,0.6,-0.5353,1.2272,0.1918,0.2388,
4.1792,0.3017,-0.8609,1.6201,0.6,-0.5165,0.972,0.1709,0.2223,
4.1992,0.2847,-0.8282,1.7127,0.6,-0.4969,1.0276,0.1533,0.2058,
4.2178,0.2697,-0.7949,1.4435,0.6,-0.477,0.8661,0.1347,0.1896,
4.2395,0.2527,-0.7711,1.3273,0.6,-0.4627,0.7964,0.1191,0.1784,
4.2594,0.2376,-0.7401,1.8991,0.6,-0.444,1.1395,0.1063,0.1643,
4.2777,0.2244,-0.6991,2.4971,0.6,-0.4195,1.4983,0.0942,0.1466,
4.2972,0.2112,-0.6454,2.8072,0.6,-0.3873,1.6843,0.0828,0.125,
4.3187,0.198,-0.5839,2.8248,0.6,-0.3504,1.6949,0.0736,0.1023,
4.3391,0.1867,-0.527,2.5382,0.6,-0.3162,1.5229,0.0664,0.0833,
4.3579,0.1773,-0.484,2.3357,0.6,-0.2904,1.4014,0.0595,0.0703,
4.3782,0.1678,-0.4356,2.8185,0.6,-0.2614,1.6911,0.0543,0.0569,
4.3968,0.1603,-0.3751,3.0168,0.6,-0.2251,1.8101,0.0493,0.0422,
4.4187,0.1527,-0.3142,2.7271,0.6,-0.1885,1.6363,0.0457,0.0296,
4.4386,0.1471,-0.261,2.8145,0.6,-0.1566,1.6887,0.0434,0.0204,
4.4544,0.1433,-0.2143,2.6585,0.6,-0.1286,1.5951,0.0412,0.0138,
4.4746,0.1395,-0.1666,3.3057,0.6,-0.1,1.9834,0.04,0.0083,
4.487,0.1377,-0.1139,4.2163,0.6,-0.0683,2.5298,0.039,0.0039,
4.51,0.1358,-0.0177,3.0392,0.6,-0.0106,1.8235,0.04,0.0001,
4.5503,0.1377,0.0587,1.8229,0.6,0.0352,1.0937,0.0412,0.001,
4.5759,0.1395,0.1035,2.6484,0.6,0.0621,1.589,0.0423,0.0032,
4.5898,0.1414,0.1528,2.7178,0.6,0.0917,1.6307,0.0446,0.007,
4.6123,0.1452,0.1953,1.9989,0.6,0.1172,1.1994,0.0481,0.0114,
4.638,0.1509,0.2495,2.1659,0.6,0.1497,1.2995,0.0518,0.0187,
4.6582,0.1565,0.2944,2.248,0.6,0.1766,1.3488,0.0556,0.026,
4.6765,0.1622,0.336,2.3938,0.6,0.2016,1.4363,0.0608,0.0339,
4.6973,0.1697,0.3883,2.2417,0.6,0.233,1.345,0.0678,0.0452,
4.7199,0.1791,0.4328,2.1324,0.6,0.2597,1.2795,0.0736,0.0562,
4.7368,0.1867,0.4716,2.0038,0.6,0.2829,1.2023,0.0828,0.0667,
4.7597,0.198,0.5108,1.9402,0.6,0.3065,1.1641,0.0908,0.0783,
4.7775,0.2074,0.5494,2.0615,0.6,0.3296,1.2369,0.101,0.0906,
4.7973,0.2187,0.5881,1.78,0.6,0.3529,1.068,0.1135,0.1038,
4.8191,0.2319,0.6231,1.6693,0.6,0.3739,1.0016,0.1268,0.1165,
4.8397,0.2451,0.6588,1.5588,0.6,0.3953,0.9353,0.1408,0.1302,
4.8592,0.2583,0.6858,1.4791,0.6,0.4115,0.8875,0.1555,0.1411,
4.8782,0.2715,0.7157,1.5673,0.6,0.4294,0.9404,0.1732,0.1537,
4.8987,0.2866,0.7477,1.5996,0.6,0.4486,0.9597,0.1918,0.1677,
4.9186,0.3017,0.7803,1.5502,0.6,0.4682,0.9301,0.2139,0.1827,
4.9398,0.3187,0.8113,1.2012,0.6,0.4868,0.7207,0.2345,0.1974,
4.9582,0.3338,0.8286,1.0493,0.6,0.4972,0.6296,0.2588,0.206,
4.9784,0.3507,0.852,1.2782,0.6,0.5112,0.7669,0.2843,0.2178,
4.998,0.3677,0.8794,0.9065,0.6,0.5277,0.5439,0.314,0.232,
5.0192,0.3866,0.8882,0.3751,0.6,0.5329,0.2251,0.342,0.2367,
5.0383,0.4035,0.8946,0.5144,0.6,0.5367,0.3087,0.3745,0.2401,
5.0592,0.4224,0.9091,0.2851,0.6,0.5455,0.171,0.4049,0.248,
5.0778,0.4394,0.9068,-0.0738,0.6,0.5441,-0.0443,0.4401,0.2467,
5.0987,0.4582,0.9063,0.104,0.6,0.5438,0.0624,0.4767,0.2464,
5.1194,0.4771,0.9111,-0.122,0.6,0.5466,-0.0732,0.5109,0.249,
5.1381,0.4941,0.9022,-0.4094,0.6,0.5413,-0.2456,0.5502,0.2442,
5.1591,0.5129,0.895,-0.553,0.6,0.537,-0.3318,0.5867,0.2403,
5.1781,0.5299,0.8805,-0.9161,0.6,0.5283,-0.5497,0.6287,0.2326,
5.1998,0.5487,0.8573,-1.0542,0.6,0.5144,-0.6325,0.6632,0.2205,
5.2176,0.5638,0.8388,-0.8489,0.6,0.5033,-0.5094,0.7032,0.2111,
5.2381,0.5808,0.8253,-0.6964,0.6,0.4952,-0.4179,0.7442,0.2043,
5.2588,0.5978,0.8101,-0.9756,0.6,0.4861,-0.5854,0.7816,0.1969,
5.2777,0.6129,0.7871,-1.2415,0.6,0.4723,-0.7449,0.8248,0.1859,
5.2995,0.6298,0.7595,-1.2956,0.6,0.4557,-0.7774,0.864,0.1731,
5.3198,0.6449,0.7326,-1.5287,0.6,0.4395,-0.9172,0.8991,0.161,
5.3381,0.6581,0.7009,-1.7424,0.6,0.4205,-1.0454,0.9348,0.1474,
5.3575,0.6713,0.6669,-1.8367,0.6,0.4002,-1.102,0.9712,0.1334,
5.3777,0.6845,0.6281,-1.9056,0.6,0.3769,-1.1434,1.0082,0.1184,
5.3996,0.6977,0.5867,-1.5412,0.6,0.352,-0.9247,1.0405,0.1033,
5.4194,0.709,0.5631,-1.7246,0.6,0.3379,-1.0348,1.0677,0.0951,
5.4365,0.7185,0.5245,-2.1701,0.6,0.3147,-1.3021,1.1008,0.0825,
5.4594,0.7298,0.4768,-2.201,0.6,0.2861,-1.3206,1.1231,0.0682,
5.4757,0.7373,0.439,-2.0506,0.6,0.2634,-1.2304,1.1513,0.0578,
5.4982,0.7467,0.3989,-1.9461,0.6,0.2393,-1.1677,1.1741,0.0477,
5.5182,0.7543,0.3567,-2.2455,0.6,0.214,-1.3473,1.1914,0.0382,
5.535,0.7599,0.3167,-2.3299,0.6,0.19,-1.398,1.2087,0.0301,
5.554,0.7656,0.2734,-2.2802,0.6,0.164,-1.3681,1.2262,0.0224,
5.5771,0.7713,0.2207,-2.2854,0.6,0.1324,-1.3713,1.2379,0.0146,
5.5961,0.775,0.1772,-2.4851,0.6,0.1063,-1.491,1.2438,0.0094,
5.608,0.7769,0.1453,-2.7162,0.6,0.0872,-1.6297,1.2497,0.0063,
5.6225,0.7788,0.1054,-3.2225,0.6,0.0633,-1.9335,1.2556,0.0033,
5.6463,0.7807,0.0175,-2.7759,0.6,0.0105,-1.6655,1.2497,0.0001,
5.6887,0.7788,-0.0613,-1.751,0.6,-0.0368,-1.0506,1.2438,0.0011,
5.7131,0.7769,-0.1014,-2.2,0.6,-0.0609,-1.32,1.2379,0.0031,
5.7283,0.775,-0.1433,-2.4634,0.6,-0.086,-1.4781,1.2262,0.0062,
5.7512,0.7713,-0.193,-2.1403,0.6,-0.1158,-1.2842,1.2087,0.0112,
5.7766,0.7656,-0.2466,-2.0386,0.6,-0.148,-1.2232,1.1914,0.0182,
5.7978,0.7599,-0.2883,-2.1456,0.6,-0.173,-1.2873,1.1741,0.0249,
5.816,0.7543,-0.3306,-2.1505,0.6,-0.1984,-1.2903,1.1513,0.0328,
5.8375,0.7467,-0.3731,-2.0041,0.6,-0.2238,-1.2024,1.1288,0.0418,
5.8566,0.7392,-0.4119,-1.9056,0.6,-0.2472,-1.1434,1.1008,0.0509,
5.8784,0.7298,-0.4507,-1.9468,0.6,-0.2704,-1.1681,1.0732,0.061,
5.8986,0.7203,-0.4934,-2.024,0.6,-0.296,-1.2144,1.0459,0.073,
5.9168,0.7109,-0.5286,-1.546,0.6,-0.3171,-0.9276,1.0136,0.0838,
5.9377,0.6996,-0.5528,-1.3564,0.6,-0.3317,-0.8139,0.9817,0.0917,
5.9577,0.6883,-0.5839,-1.5743,0.6,-0.3503,-0.9446,0.9451,0.1023,
5.9796,0.6751,-0.6188,-1.6929,0.6,-0.3713,-1.0157,0.9143,0.1149,
5.9974,0.6638,-0.6507,-1.588,0.6,-0.3904,-0.9528,0.879,0.127,
6.0172,0.6506,-0.6781,-1.3152,0.6,-0.4068,-0.7891,0.8394,0.1379,
6.0391,0.6355,-0.7054,-1.3173,0.6,-0.4232,-0.7904,0.8055,0.1493,
6.0574,0.6223,-0.7308,-1.1523,0.6,-0.4385,-0.6914,0.7675,0.1602,
6.0778,0.6072,-0.7495,-1.001,0.6,-0.4497,-0.6006,0.7304,0.1685,
6.0977,0.5921,-0.7711,-0.8952,0.6,-0.4627,-0.5371,0.6897,0.1784,
6.1194,0.5751,-0.7864,-0.6473,0.6,-0.4719,-0.3884,0.6545,0.1855,
6.1384,0.5601,-0.7976,-0.8137,0.6,-0.4785,-0.4882,0.6159,0.1908,
